SeqNo,RepoName,WflowName,Properties_file,Actionname,SH_QL_file,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,Arg8,Arg9,Arg10,Arg11,Arg12,Arg13,Arg14,Arg15,Arg16,Arg17,Arg18,Arg19,Arg20,Arg21,Arg22,Arg23,Arg24,Arg25,Arg26,Arg27,Arg28,Arg29,Arg30,Arg31,Arg32,Arg33,Arg34,Arg35,Argname1,Argvalue1,Argname2,Argvalue2,Argname3,Argvalue3,Argname4,Argvalue4,Argname5,Argvalue5,Argname6,Argvalue6,Argname7,Argvalue7,Argname8,Argvalue8,Argname9,Argvalue9,Argname10,Argvalue10,Argname11,Argvalue11,Argname12,Argvalue12,Argname13,Argvalue13,Argname14,Argvalue14,Argname15,Argvalue15,Pname1,Pvalue1,Pname2,Pvalue2,Pname3,Pvalue3,Pname4,Pvalue4,Pname5,Pvalue5,Pname6,Pvalue6,Pname7,Pvalue7,Pname8,Pvalue8,Pname9,Pvalue9,Pname10,Pvalue10,Pname11,Pvalue11,Pname12,Pvalue12,Pname13,Pvalue13,Pname14,Pvalue14,Pname15,Pvalue15,Pname16,Pvalue16,Pname17,Pvalue17,Pname18,Pvalue18,Pname19,Pvalue19,Pname20,Pvalue20,Pname21,Pvalue21,Pname22,Pvalue22,Pname23,Pvalue23,Pname24,Pvalue24,Pname25,Pvalue25,Pname26,Pvalue26,Pname27,Pvalue27,Pname28,Pvalue28,Pname29,Pvalue29,Pname30,Pvalue30,File1,File2,File3,File4,File5,File6,File7,File8,File9,File10,
286,repo,LoadLgsDetailsPJ1,f1/f2/repo/Workflows/LoadLgsDetailsPJ1/Properties/DEV/prg1dataprogRepository_LoadLgsDetailsPJ1.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
287,repo,LoadLgsDetailsPJ1,f1/f2/repo/Workflows/LoadLgsDetailsPJ1/Properties/DEV/prg1dataprogRepository_LoadLgsDetailsPJ1.properties,Failure_Notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_PSU_WF.properties,Get_CRC4T_Data_History_ReLoad,LgsDetailsReloadTransform.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${lkb_days},${source_table},${current_date},${start_date},${assembly_jar},${hive_jdbc_url},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/LgsDetailsReloadTransform.sh,${path_hdfs_project}/LgsDetailsReloadTransform.py,${path_hdfs_project}/LgsDetailsReloadTransform.sql,${kerberos_keytab_file},,,,,,,
289,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_PSU_WF.properties,Reload_To_WIL_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table_name,${mstr_tbl},stg_table_name,${stg_table},lkb_days,${lkb_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_PSU_WF.properties,Load_VHA_Hist_Load,${path_hdfs_project}/VHAscript.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},lkb_days,${lkb_VHA_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_PSU_WF.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
292,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_PRS_WF.properties,Get_CRC4T_Data_History_ReLoad,LgsDetailsReloadTransform.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${lkb_days},${source_table},${current_date},${start_date},${assembly_jar},${hive_jdbc_url},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/LgsDetailsReloadTransform.sh,${path_hdfs_project}/LgsDetailsReloadTransform.py,${path_hdfs_project}/LgsDetailsReloadTransform.sql,${kerberos_keytab_file},,,,,,,
293,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_PRS_WF.properties,Reload_To_WIL_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table_name,${mstr_tbl},stg_table_name,${stg_table},lkb_days,${lkb_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_PRS_WF.properties,Load_VHA_Hist_Load,${path_hdfs_project}/VHAscript.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},lkb_days,${lkb_VHA_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_PRS_WF.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
296,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_PSA_WF.properties,Get_CRC4T_Data_History_ReLoad,LgsDetailsReloadTransform.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${lkb_days},${source_table},${current_date},${start_date},${assembly_jar},${hive_jdbc_url},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/LgsDetailsReloadTransform.sh,${path_hdfs_project}/LgsDetailsReloadTransform.py,${path_hdfs_project}/LgsDetailsReloadTransform.sql,${kerberos_keytab_file},,,,,,,
297,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_PSA_WF.properties,Reload_To_WIL_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table_name,${mstr_tbl},stg_table_name,${stg_table},lkb_days,${lkb_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_PSA_WF.properties,Load_VHA_Hist_Load,${path_hdfs_project}/VHAscript.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},lkb_days,${lkb_VHA_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_PSA_WF.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
300,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_WF.properties,Get_CRC4T_Data_History_ReLoad,LgsDetailsReloadTransform.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${lkb_days},${source_table},${current_date},${start_date},${assembly_jar},${hive_jdbc_url},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/LgsDetailsReloadTransform.sh,${path_hdfs_project}/LgsDetailsReloadTransform.py,${path_hdfs_project}/LgsDetailsReloadTransform.sql,${kerberos_keytab_file},,,,,,,
301,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_WF.properties,Reload_To_WIL_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table_name,${mstr_tbl},stg_table_name,${stg_table},lkb_days,${lkb_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_WF.properties,Load_VHA_Hist_Load,${path_hdfs_project}/VHAscript.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},lkb_days,${lkb_VHA_days},current_date,${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,repo,LoadLgsDetails_Reload,f1/f2/repo/Workflows/LoadLgsDetails_Reload/Properties/DEV/prg1dataprogRepository_LoadLgsDetails_Reload_History_WF.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
304,repo,LoadMKD_SettingsSummary,f1/f2/repo/Workflows/LoadMKD_SettingsSummary/Properties/DEV/prg1dataprogRepository_LoadMKD_SettingsSummary_WF.properties,Load_FNV2_History_To_tcx_Settings_Stage,${path_hdfs_workflow_root}/Reload_Staging.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},source_table,${history_table},master_table,${master_table},staging_table,${staging_table},current_date,${current_date},MKD_settings_query_days,${MKD_settings_query_days},current_user,${kerberos_user_name},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,repo,LoadMKD_SettingsSummary,f1/f2/repo/Workflows/LoadMKD_SettingsSummary/Properties/DEV/prg1dataprogRepository_LoadMKD_SettingsSummary_WF.properties,Load_FNV2_Daily_To_tcx_Settings_Stage,${path_hdfs_workflow_root}/Load_Staging.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},source_table,${daily_table},master_table,${master_table},staging_table,${staging_table},current_date,${current_date},MKD_settings_query_days,${MKD_settings_query_days},current_user,${kerberos_user_name},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,repo,LoadMKD_SettingsSummary,f1/f2/repo/Workflows/LoadMKD_SettingsSummary/Properties/DEV/prg1dataprogRepository_LoadMKD_SettingsSummary_WF.properties,Load_tcx_Settings_Stg_To_Master,${path_hdfs_workflow_root}/Load_Master.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},master_table,${master_table},staging_table,${staging_table},current_user,${kerberos_user_name},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/Load_Master.ql,,,,,,,,,,
307,repo,LoadMKD_SettingsSummary,f1/f2/repo/Workflows/LoadMKD_SettingsSummary/Properties/DEV/prg1dataprogRepository_LoadMKD_SettingsSummary_WF.properties,Capture_Success_reccalc,${path_hdfs_common_path}/${common_load_sucess_reccalc_script},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},masterTableNm,${master_table},TableNm,${staging_table},sourceTableNm,${history_table},currentUser,${kerberos_user_name},fileType,${reccalcFileType},workflowId,${wf:id()},workflowName,${workflow},reccalcCol,${reccalc_col},where,${where},step_job_name,${wf:id()}_Capture_Success_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,repo,LoadMKD_SettingsSummary_PJ1,f1/f2/repo/Workflows/LoadMKD_SettingsSummary_PJ1/Properties/DEV/prg1dataprogRepository_LoadMKD_SettingsSummary_PJ1_WF.properties,Load_PJ1_To_tcx_Settings_Stage,MKDSettingsSummary.sh,${hive_database_name},${spark_master},${spark_deploy_mode},${spark_jars},${spark_network_timeout},${spark_ui_port},${spark_driver_memory},${spark_num_executors},${spark_executor_memory},${oozie_queue_name},${spark_sql_shuffle_partitions},${spark_sql_orc_filterPushdown},${spark_yarn_executor_memoryOverhead},${spark_core_connection_ack_wait_timeout},${spark_task_maxfailures},${spark_shuffle_io_maxRetries},${spark_dynamicalLocation_enabled},${spark_sql_orc_enabled},${spark_sql_hive_convertMetaStoreOrc},${spark_sql_orc_char_enabled},${spark_files},${kerberos_principal},${kerberos_keytab_filename},${MKD_settings_query_days},${hive_jars},${py_spark_warehouse},${current_date},${output_staging_hdfs_path},${llap_conecter_jar},${llap_conecter_zip},${hive_beeline_server},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/MKDSettingsSummary.sh,${path_hdfs_workflow_root}/MKDSettingsSummary.py,${kerberos_keytab_file},,,,,,,,
309,repo,LoadMKD_SettingsSummary_PJ1,f1/f2/repo/Workflows/LoadMKD_SettingsSummary_PJ1/Properties/DEV/prg1dataprogRepository_LoadMKD_SettingsSummary_PJ1_WF.properties,Load_PJ1_tcx_Settings_Stg_To_Master,${path_hdfs_workflow_root}/Load_MasterMKDSettingsSummaryFromStg.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_user,${kerberos_user_name},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_workflow_root}/Load_MasterMKDSettingsSummaryFromStg.ql,,,,,,,,,,
310,repo,LoadMKD_SettingsSummary_PJ1,f1/f2/repo/Workflows/LoadMKD_SettingsSummary_PJ1/Properties/DEV/prg1dataprogRepository_LoadMKD_SettingsSummary_PJ1_WF.properties,Capture_Success_reccalc,${path_hdfs_common_path}/${common_load_sucess_reccalc_script},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},masterTableNm,${master_table},TableNm,${staging_table},sourceTableNm,${source_table},currentUser,${kerberos_user_name},fileType,${reccalcFileType},workflowId,${wf:id()},workflowName,${workflow},reccalcCol,${reccalc_col},where,${where},step_job_name,${wf:id()}_Capture_Success_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
